"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"KLL","KALIUM LAKES LIMITED","2016-12-22","Materials",218181951
"KLO","KINGSLAND GLOBAL LTD","2015-12-11","Real Estate",8505000
"KLR","KAILI RESOURCES LIMITED","1997-03-06","Energy",3685009
"KMD","KATHMANDU HOLDINGS LIMITED","2009-11-13","Retailing",1063502076
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","2003-08-15","Consumer Services",65535260
"KMT","KOPORE METALS LIMITED","2011-07-01","Materials",14198556
"KNH","KOON HOLDINGS LIMITED","2003-07-11","Capital Goods","N/A"
"KNM","KNEOMEDIA LIMITED","1987-06-24","Media & Entertainment",4941233
"KNO","KNOSYS LIMITED","2015-09-09","Software & Services",25905268
"KOR","KORAB RESOURCES LIMITED","2005-08-31","Materials",3657423
"KOV","KORVEST LTD","1970-09-17","Capital Goods",53307945
"KP2","KORE POTASH PLC","2017-11-07","Materials",50588106
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","2017-06-21","Commercial & Professional Services",151650000
"KPO","KALINA POWER LIMITED","1971-08-02","Utilities",42314304
"KPT","KANGAROO ISLAND PLANTATION TIMBERS LTD","2002-07-08","Materials",63258002
"KRM","KINGSROSE MINING LIMITED","2007-12-07","Materials",38690390
"KRR","KING RIVER RESOURCES LIMITED","2007-09-21","Materials",43498699
"KSC","K & S CORPORATION LIMITED","1971-08-25","Transportation",215715600
"KSL","KINA SECURITIES LIMITED","2015-07-30","Banks",307021413
"KSN","KINGSTON RESOURCES LIMITED","1987-03-05","Materials",58166074
"KSS","KLEOS SPACE S.A","2018-08-24","Commercial & Professional Services",147387161
"KTA","KRAKATOA RESOURCES LIMITED","2012-12-28","Materials",13947500
"KTD","KEYTONE DAIRY CORPORATION LIMITED","2018-07-18","Food, Beverage & Tobacco",32771578
"KTE","K2 ENERGY LIMITED.","2004-07-02","Semiconductors & Semiconductor Equipment",6313800
"KTG","K-TIG LIMITED","2012-11-01","Capital Goods",70181173
"KWR","KINGWEST RESOURCES LIMITED","2018-08-24","Materials",16364202
"KYK","KYCKR LIMITED","2016-09-07","Software & Services",15817094
"KZA","KAZIA THERAPEUTICS LIMITED","1994-09-01","Pharmaceuticals, Biotechnology & Life Sciences",172317872
"KZR","KALAMAZOO RESOURCES LIMITED","2017-01-16","Materials",51457159
"LAM","LARAMIDE RESOURCES LTD","2013-04-30","Energy",91374096
"LAU","LINDSAY AUSTRALIA LIMITED","1994-07-05","Transportation",108046616
"LAW","LAWFINANCE LIMITED","2000-05-12","Diversified Financials",47036604
"LBL","LASERBOND LIMITED","2007-12-17","Capital Goods",84528763
"LBT","LBT INNOVATIONS LIMITED","2006-07-31","Health Care Equipment & Services",23996559
"LBY","LAYBUY GROUP HOLDINGS LIMITED","2020-09-07","Software & Services",122231114
"LCD","LATITUDE CONSOLIDATED LIMITED","1999-12-21","Materials",58417792
"LCE","LONDON CITY EQUITIES LIMITED","1987-03-06","Diversified Financials",13605660
"LCK","LEIGH CREEK ENERGY LIMITED","2005-03-17","Energy",114127511
"LCL","LOS CERROS LIMITED","2007-10-02","Materials",80494580
"LCT","LIVING CELL TECHNOLOGIES LIMITED","2004-09-01","Pharmaceuticals, Biotechnology & Life Sciences",7428733
"LCY","LEGACY IRON ORE LIMITED","2008-07-08","Materials",89666339
"LDR","LODE RESOURCES LTD",,"Materials",0
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED",,"Health Care Equipment & Services",0
"LEG","LEGEND MINING LIMITED","1995-08-25","Materials",289289251
"LEL","LITHIUM ENERGY LIMITED","2021-05-19","Materials",32004000
"LEP","ALE PROPERTY GROUP","2003-11-12","Real Estate",953939809
"LER","LEAF RESOURCES LTD","1999-01-05","Materials",178898850
"LEX","LEFROY EXPLORATION LIMITED","1991-09-05","Materials",118809570
"LFG","LIBERTY FINANCIAL GROUP","2020-12-15","Banks",2386296000
"LFS","LATITUDE GROUP HOLDINGS LIMITED","2021-04-20","Diversified Financials",2250000000
"LGL","LYNCH GROUP HOLDINGS LIMITED","2021-04-06","Food, Beverage & Tobacco",450423953
"LGP","LITTLE GREEN PHARMA LTD","2020-02-20","Pharmaceuticals, Biotechnology & Life Sciences",134837723
"LHB","LIONHUB GROUP LIMITED","2006-10-25","Real Estate","N/A"
"LHM","LAND & HOMES GROUP LIMITED","2004-10-05","Real Estate",12592671
"LIC","LIFESTYLE COMMUNITIES LIMITED","1998-12-15","Real Estate",1624631336
"LIN","LINDIAN RESOURCES LIMITED","2000-03-02","Materials",16014587
"LIO","LION ENERGY LIMITED","1972-02-15","Energy",12879097
"LIT","LITHIUM AUSTRALIA NL","2007-10-30","Materials",95119249
"LITCF","LITHIUM AUSTRALIA NL","2007-10-30","Materials",95119249
"LKE","LAKE RESOURCES N.L.","2001-08-29","Materials",384924064
"LKENB","LAKE RESOURCES N.L.","2001-08-29","Materials",384924064
"LKO","LAKES BLUE ENERGY NL","1985-12-05","Energy","N/A"
"LKY","LOCKSLEY RESOURCES LIMITED",,"Materials",0
"LLC","LENDLEASE GROUP","1962-06-30","Real Estate",8504031555
"LLO","LION ONE METALS LIMITED","2013-06-07","Materials",202633461
"LM8","LUNNON METALS LIMITED","2021-06-16","Materials",58617532
"LME","LIMEADE, INC.","2019-12-20","Software & Services",202703598
"LMG","LATROBE MAGNESIUM LIMITED","1986-12-18","Materials",23649071
"LML","LINCOLN MINERALS LIMITED","2007-03-09","Materials","N/A"
"LNK","LINK ADMINISTRATION HOLDINGS LIMITED","2015-10-27","Software & Services",2670406337
"LNU","LINIUS TECHNOLOGIES LIMITED","2011-07-26","Software & Services",30082561
"LNY","LANEWAY RESOURCES LTD","1987-04-02","Materials",16987797
"LOM","LUCAPA DIAMOND COMPANY LIMITED","2006-12-19","Materials",49890987
"LOT","LOTUS RESOURCES LIMITED","2009-02-18","Materials",162275340
"LOV","LOVISA HOLDINGS LIMITED","2014-12-18","Retailing",1561388656
"LPD","LEPIDICO LTD","1994-04-19","Materials",67672907
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","2011-10-11","Utilities",12891371
"LPI","LITHIUM POWER INTERNATIONAL LIMITED","2016-06-24","Materials",54193957
"LRK","LARK DISTILLING CO. LTD","2003-11-12","Food, Beverage & Tobacco",203714001
"LRS","LATIN RESOURCES LIMITED","2010-09-21","Materials",69836000
"LRT","LOWELL RESOURCES FUND","2018-03-22","Not Applic",47124664
"LSA","LACHLAN STAR LIMITED","1971-07-28","Materials",41959919
"LSF","L1 LONG SHORT FUND LIMITED","2018-04-24","Not Applic",1562430770
"LSH","LIFESPOT HEALTH LTD","2017-01-11","Health Care Equipment & Services",18531365
"LSR","LODESTAR MINERALS LIMITED","2007-12-21","Materials",11618436
"LSX","LION SELECTION GROUP LIMITED.","2013-03-13","Not Applic",67563572
"LTR","LIONTOWN RESOURCES LIMITED","2006-12-27","Materials",1182421488
"LV1","LIVE VERDURE LTD","2020-12-14","Food, Beverage & Tobacco",11325697
"LVE","LOVE GROUP GLOBAL LTD","2014-12-05","Software & Services",3931814
"LVH","LIVEHIRE LIMITED","2016-06-10","Software & Services",108799276
"LVT","LIVETILES LIMITED","1999-08-17","Software & Services",145982305
"LYC","LYNAS RARE EARTHS LIMITED","1986-09-11","Materials",4847802755
"LYL","LYCOPODIUM LIMITED","2004-12-17","Capital Goods",207046577
"M24","MAMBA EXPLORATION LIMITED","2021-02-05","Materials",13111418
"M2R","MIRAMAR RESOURCES LIMITED","2020-10-22","Class Pend",9910818
"M3M","M3 MINING LIMITED",,"Class Pend",0
"M7T","MACH7 TECHNOLOGIES LIMITED","2005-11-30","Health Care Equipment & Services",243431282
"M8S","M8 SUSTAINABLE LIMITED","2019-12-11","Commercial & Professional Services",6763665
"MAD","MADER GROUP LIMITED","2019-10-01","Commercial & Professional Services",179000000
"MAF","MA FINANCIAL GROUP LIMITED","2017-04-10","Diversified Financials",829975214
"MAG","MAGMATIC RESOURCES LIMITED","2017-05-19","Materials",28555681
"MAH","MACMAHON HOLDINGS LIMITED","1983-12-01","Materials",377122518
"MAI","MAINSTREAM GROUP HOLDINGS LIMITED","2015-10-01","Diversified Financials",375603277
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","2018-04-30","Diversified Financials",92336182
"MAN","MANDRAKE RESOURCES LIMITED","1987-05-29","Materials",75467223
"MAQ","MACQUARIE TELECOM GROUP LIMITED","1999-09-27","Telecommunication Services",1124307587
"MAT","MATSA RESOURCES LIMITED","2005-04-20","Materials",22433355
"MAU","MAGNETIC RESOURCES NL","2007-04-05","Materials",311988091
"MAUCA","MAGNETIC RESOURCES NL","2007-04-05","Materials",311988091
"MAX","MILLINIUM'S ALTERNATIVES FUND.","2006-12-20","Not Applic","N/A"
"MAY","MELBANA ENERGY LIMITED","1998-03-27","Energy",53287582
"MBH","MAGGIE BEER HOLDINGS LTD","2004-08-27","Food, Beverage & Tobacco",135000727
"MBK","METAL BANK LIMITED","2011-03-02","Materials",10701615
"MCA","MURRAY COD AUSTRALIA LIMITED","2011-03-30","Food, Beverage & Tobacco",221441650
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","2009-11-16","Energy",13813393
"MCL","MIGHTY CRAFT LIMITED","2019-12-17","Food, Beverage & Tobacco",51000009
"MCM","MC MINING LIMITED","1980-04-24","Energy",16214053
"MCP","MCPHERSON'S LIMITED","1962-06-30","Household & Personal Products",150232048
"MCR","MINCOR RESOURCES NL","1997-06-16","Materials",434528928
"MCT","METALICITY LIMITED","2005-12-21","Materials",18247770
"MCX","MARINER CORPORATION LIMITED","1986-06-20","Diversified Financials",3123459
"MCY","MERCURY NZ LIMITED","2013-05-10","Utilities",8201051617
"MDC","MEDLAB CLINICAL LIMITED","2015-07-14","Pharmaceuticals, Biotechnology & Life Sciences",51326351
"MDI","MIDDLE ISLAND RESOURCES LIMITED","2010-12-16","Materials",14078096
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",113211192
"MDX","MINDAX LIMITED","2004-12-08","Materials",147961926
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",100109961
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",13462961
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",65132767
"MEG","MEGADO GOLD LIMITED","2020-10-27","Materials",10010000
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",63109994
"MEL","METGASCO LTD","2004-12-23","Energy",15939833
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",53943945
"MEP","MINOTAUR EXPLORATION LTD","2005-02-24","Materials",52640611
"MEU","MARMOTA LIMITED","2007-11-21","Energy",40678415
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",12221284534
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",317593156
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",35471261
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1624509163
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",9544409593
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Class Pend",2960504782
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",1381222719
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",20716647
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",11812669530
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",216801513
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",70282295
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",202624721
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",1073255046
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",18315344
"MHH","MAGELLAN HIGH CONVICTION TRUST","2019-10-11","Not Applic",915631828
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",7258520
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",322157984
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",10866925
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",25999825
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",9161244566
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",60464078
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",602666060
"MIRNA","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",602666060
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",22380019
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",27302849
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",86193188
"MLD","MACA LIMITED","2010-11-03","Materials",257991689
"MLG","MLG OZ LIMITED","2021-05-04","Materials",145669163
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",18962914
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",8454376
"MLT","MILTON CORPORATION LIMITED","1962-04-17","Not Applic",3910536111
"MLX","METALS X LIMITED","2004-08-26","Materials",217743856
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",46677634
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",311163602
"MMG","MONGER GOLD LTD",,"Materials",0
"MMI","METRO MINING LIMITED","2009-12-04","Materials","N/A"
"MMJ","MMJ GROUP HOLDINGS LIMITED","2015-01-22","Not Applic",17936411
"MML","MEDUSA MINING LIMITED","2003-12-23","Materials",173574206
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",724550750
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",982740059
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",25521809
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",954244801
"MNF","MNF GROUP LIMITED","2006-05-18","Telecommunication Services",455539406
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",225630155
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials",682369196
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",20282013
"MOC","MORTGAGE CHOICE LIMITED","2004-08-10","Banks","N/A"
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",7229278
"MOQ","MOQ LIMITED","2000-12-19","Software & Services",37103283
"MOT","MCP INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",352248087
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",60897646
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",2799980054
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",39686938
"MPH","MEDILAND PHARM LIMITED","2019-02-22","Retailing",19078580
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",8620030141
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",71370563
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",15524856
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",34867866
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",56177791362
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",6595056
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Class Pend",7728511
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",91248314
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",21803074
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",7720150
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",45598553
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",149121218
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",10784689
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",10471604
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",9469179
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",1466053118
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",11362748
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",8198186
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",47744264
"MSM","MSM CORPORATION INTERNATIONAL LTD","1996-11-20","Media & Entertainment","N/A"
"MSR","MANAS RESOURCES LIMITED","2008-07-22","Materials",36471860
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",79695496
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",5314198
"MTC","METALSTECH LIMITED","2017-02-24","Materials",31532616
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",37603729
"MTM","MT MONGER RESOURCES LIMITED",,"Materials",0
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",170310520
"MTR","METAL TIGER PLC","2021-05-27","Materials",86856267
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",3762295181
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",325345091
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",25940847
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",343495719
"MWY","MIDWAY LIMITED","2016-12-08","Materials",76855875
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",147104557
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",92780104
"MXI","MAXITRANS INDUSTRIES LIMITED","1994-12-07","Capital Goods",83284044
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",0
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",9666689
"MXT","MCP MASTER INCOME TRUST","2017-10-09","Not Applic",1493215703
"MYD","MYDEAL.COM.AU LIMITED","2020-10-22","Retailing",155296384
"MYE","MASTERMYNE GROUP LIMITED","2010-05-07","Materials",93462302
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",36280500
"MYL","MYANMAR METALS LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",271022009
"MYS","MYSTATE LIMITED","2009-09-10","Banks",475313896
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",591221654
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",86972553
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",4893334
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",88173770288
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",52386294
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",18220058
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",34495332
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",65230193
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1748497110
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",825310436
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",14030205
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",73195949
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",875610000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",43866808
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",21265877786
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",8454736
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",241985609
"NEA","NEARMAP LTD","2000-12-07","Software & Services",950005605
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",5184395489
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",7855552
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",68733595
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",155830743
"NEW","NEW ENERGY SOLAR","2017-12-04","Utilities",321676561
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",24255569
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",331369052
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",16101431
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",65162042
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",1552345958
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",2879198457
"NIC","NICKEL MINES LIMITED","2018-08-20","Materials",2439578179
"NKL","NICKELX LIMITED","2021-05-07","Materials",10290001
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",6675591
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",63331731
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",23454338
"NMT","NEOMETALS LTD","2002-07-10","Materials",283582658
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",20589290
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",4168078
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",162395212
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",190226340
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",11408323
"NRX","NORONEX LIMITED","2017-11-15","Materials",21981228
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",51649791
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",142874882
"NSE","NEW STANDARD ENERGY LIMITED","2007-08-15","Energy","N/A"
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Class Pend",35400000
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2395759334
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",11823055033
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",35083293
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",121724029
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",38325052
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",8376676
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",669825670
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",164758436
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",25872199
"NUF","NUFARM LIMITED","1988-11-10","Materials",1716486249
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",77535189
"NUS","NUSANTARA RESOURCES LIMITED","2017-08-02","Materials",66489172
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",232812531
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",8713440
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",865846962
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",140787191
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",40587547
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",186015857
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",650325141
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",4054438203
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",10122137
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18882862123
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",18882862123
"NXE","NEW ENERGY MINERALS LTD","2002-05-10","Materials","N/A"
"NXG","NEXGEN ENERGY (CANADA) LTD",,"Class Pend",0
"NXL","NUIX LIMITED","2020-12-04","Software & Services",831364760
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",17090617
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",308839298
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",5457145220
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",40866948
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",194579889
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",138299043
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",70496462
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",9924060
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",3189293
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",21184156
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",16841904
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",983176774
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",144869581
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",958673188
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences",116198956
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services",1390951283
"ODA","ORCODA LIMITED","1986-09-15","Software & Services",19187083
"ODM","ODIN METALS LIMITED","2010-08-05","Materials",14047052
"ODY","ODYSSEY GOLD LTD","2005-11-30","Materials",73479655
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods",72610956
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy",38360078
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials",4809885
"OEX","OILEX LTD","2003-10-24","Energy",26570337
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials",340768412
"OGA","OCEAN GROWN ABALONE LIMITED","2017-11-14","Food, Beverage & Tobacco",16059422
"OGC","OCEANAGOLD CORPORATION","2007-06-19","Materials",1808830337
"OIL","OPTISCAN IMAGING LIMITED","1997-08-08","Health Care Equipment & Services",129393726
"OKJ","OAKAJEE CORPORATION LIMITED","2008-06-11","Materials",6949898
"OKR","OKAPI RESOURCES LIMITED","2017-09-28","Materials",10669726
"OKU","OKLO RESOURCES LIMITED","2007-05-16","Materials",56703354
"OLH","OLDFIELDS HOLDINGS LIMITED","1960-06-15","Capital Goods",9056152
"OLI","OLIVER'S REAL FOOD LIMITED","2017-06-21","Consumer Services","N/A"
"OLL","OPENLEARNING LIMITED","2019-12-12","Software & Services",20503121
"OMH","OM HOLDINGS LIMITED","1998-03-12","Materials",609364253
"OML","OOH!MEDIA LIMITED","2014-12-17","Media & Entertainment",1113481324
"ONE","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services",242404542
"ONT","1300 SMILES LIMITED","2005-03-11","Health Care Equipment & Services",168116526
"ONX","ORMINEX LTD","1971-07-28","Materials",25751043
"OOK","OOKAMI LIMITED","2000-02-21","Software & Services","N/A"
"OPH","OPHIR HIGH CONVICTION FUND","2018-12-19","Not Applic",787998456
"OPL","OPYL LIMITED",,,10877077
"OPN","OPENN NEGOTIATION LIMITED",,"Class Pend",0
